Source (A),,,,,Source (B),,,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
30575705,,,,,Is it okay to enjoy toast ?Because the bread starts off all pure and white but once toasted it is a dark brown shade and is dry and hard and doesnt taste like bread at all ?,,,36,54.29,28.91,11.8,98.27,36,5.56,91.67,50,5.56,0,0,0,0,0,0,5.56,5.56,11.11,11.11,0,16.67,2.78,13.89,11.11,2.78,0,2.78,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,13.89,0,2.78,0,0,8.33,2.78,16.67,8.33,0,5.56,8.33,0,0,0,8.33,0,0,0,0,0,0,0,13.89,0,11.11,0,5.56,5.56,0,0,0,0,0,0,2.78,0,0,2.78,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0
14100212,,,,,im going to be moving from southern california soon to washington and i was wondetring how many people here are in the seattle tacoma area thanks steven,,,27,46.37,35.54,92.47,88.52,27,18.52,81.48,51.85,7.41,7.41,7.41,0,0,0,0,0,3.7,14.81,14.81,11.11,7.41,0,25.93,0,0,3.7,0,3.7,3.7,3.7,0,0,0,0,3.7,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,0,0,3.7,14.81,7.41,22.22,7.41,11.11,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30636397,,,,,but if a guy cant do damage one can argue the guy on the bottom is controlling with the threat of submission or reversal .,,,24,93.26,20.24,48.89,1,24,12.5,91.67,58.33,0,0,0,0,0,0,0,0,16.67,12.5,12.5,0,12.5,4.17,8.33,4.17,4.17,0,4.17,0,12.5,0,12.5,4.17,8.33,0,12.5,0,8.33,0,8.33,20.83,0,4.17,4.17,8.33,0,16.67,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,4.17,0,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
30473474,,,,,Just started reading Mein Kampf .It 's been sitting the shelf for a while and I plan to read a chapter every evening .,,,23,88.21,33.19,54.89,25.77,23,21.74,82.61,47.83,8.7,4.35,4.35,0,0,0,0,4.35,13.04,8.7,4.35,4.35,8.7,0,21.74,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,8.7,0,4.35,17.39,0,4.35,13.04,4.35,0,0,0,0,0,0,0,0,0,0,0,13.04,8.7,0,0,0,0,0,0,0,4.35,0,0
14026532,,,,,"Just wait until we open our doors to the poor people from the TB capital of Europe , Romania .Then , we can look forward to cases of Multi-Drug Resistant ( MDR ) and Extensively Drug Resistant ( XDR ) TB to become common diseases .",,,40,93.26,95.99,43.37,2.89,40,17.5,75,42.5,7.5,7.5,0,7.5,0,0,0,0,5,17.5,5,2.5,7.5,0,10,5,0,0,0,0,2.5,0,2.5,0,0,0,10,0,0,0,0,2.5,2.5,0,0,0,0,0,2.5,2.5,0,0,7.5,0,7.5,0,0,15,7.5,0,7.5,0,0,0,12.5,2.5,17.5,2.5,7.5,10,0,0,2.5,2.5,0,0,0,0,0,0,0,0,22.5,5,5,0,0,0,0,2.5,0,0,10,0
14110692,,,,,"hi. i live in florida. dont worry i dont have a boyfriend. not that no one will ask me out , but they are all * * * * * * lovers .",,,25,2.7,5.5,87.83,25.77,6.25,8,96,64,20,16,12,0,0,0,4,4,4,8,20,0,4,16,32,0,0,0,4,4,8,4,4,4,0,0,20,0,8,0,4,12,0,0,0,0,4,8,0,0,0,0,8,0,4,4,0,12,12,0,0,0,0,0,28,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,4,0,0,0,0,0,0,0,0,24
14267877,,,,,"Nice .To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .Agreed.",,,52,94.88,71.8,1.4,99,52,15.38,57.69,21.15,3.85,1.92,0,0,0,0,1.92,1.92,0,11.54,3.85,1.92,0,0,9.62,7.69,1.92,0,0,3.85,7.69,7.69,0,0,0,0,5.77,0,0,0,0,7.69,1.92,0,1.92,1.92,1.92,0,7.69,1.92,1.92,1.92,1.92,1.92,0,0,0,1.92,0,0,1.92,0,0,0,7.69,0,7.69,1.92,3.85,1.92,5.77,0,0,0,1.92,1.92,1.92,0,0,1.92,0,0,55.77,34.62,1.92,1.92,0,0,0,5.77,0,0,0,11.54
31775586,,,,,I enjoy Classical music .I have a lot of albums that were left in the house that I bought from my grandfather 's estate after he passed away .,,,28,83.81,23.75,89.63,87.2,28,7.14,89.29,57.14,25,17.86,14.29,0,0,3.57,0,7.14,7.14,17.86,7.14,0,0,0,17.86,7.14,3.57,0,0,3.57,3.57,3.57,0,0,0,0,7.14,3.57,0,0,7.14,3.57,0,0,0,3.57,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,14.29,3.57,0,17.86,3.57,10.71,3.57,0,3.57,3.57,3.57,0,0,0,0,0,0,0,0,10.71,7.14,0,0,0,0,0,0,0,3.57,0,0
13496206,,,,,My prayers go out for the grieving families of those who perished ... What a terrible tragedy ... God have mercy on the souls of those who have left this earth .,,,29,89.42,75.49,47.93,1,9.67,20.69,96.55,58.62,24.14,3.45,3.45,0,0,0,0,20.69,10.34,17.24,6.9,0,0,0,13.79,3.45,0,10.34,0,0,10.34,0,10.34,0,0,6.9,10.34,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,3.45,10.34,3.45,17.24,3.45,13.79,0,0,3.45,3.45,0,13.79,3.45,0,0,0,0,0,0,24.14,24.14,0,0,0,0,0,0,0,0,0,0
13567990,,,,,"I'm going to have to sit down here and start replying to a lot of posts I have been missing here , when I have the time .",,,26,43.96,22.08,98.79,1,26,7.69,96.15,69.23,11.54,11.54,11.54,0,0,0,0,0,7.69,19.23,19.23,11.54,7.69,0,34.62,0,0,3.85,0,3.85,3.85,0,3.85,0,0,3.85,3.85,0,0,0,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,0,0,3.85,23.08,3.85,23.08,3.85,7.69,11.54,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,3.85,0,0,0,0,0,0,3.85,0,0
13858336,,,,,http://www.limerickblogger.org/blog/?p=2942 Funny how they consider Stormfront a `` neo nazi '' site last time I checked Stormfront was a White Nationalist website not `` neo nazi '',,,30,70.69,25.24,43.37,84.54,30,23.33,53.33,23.33,6.67,6.67,3.33,0,0,0,3.33,0,6.67,0,3.33,3.33,3.33,3.33,6.67,6.67,0,3.33,3.33,0,3.33,3.33,0,0,0,0,3.33,0,0,0,0,10,3.33,3.33,0,0,0,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,10,0,3.33,6.67,3.33,3.33,0,0,0,0,3.33,0,3.33,0,0,0,50,6.67,0,0,0,3.33,0,0,0,13.33,0,26.67
14289776,,,,,"It may have had something to do with me still working on it , so I entered your vote through the moderator 's edit option .",,,24,18.82,50,48.89,25.77,24,20.83,87.5,70.83,25,12.5,8.33,0,4.17,0,0,12.5,4.17,16.67,16.67,8.33,4.17,0,25,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,8.33,8.33,4.17,12.5,4.17,4.17,4.17,8.33,0,0,0,0,0,0,0,0,0,0,0,12.5,4.17,4.17,0,0,0,0,0,0,4.17,0,0
30559393,,,,,Thanks for the good stuff on here to show my kids .We had Dresden remembrance last year and will again this year,,,22,44.96,81.84,85.21,99,22,9.09,95.45,59.09,18.18,9.09,4.55,4.55,0,0,0,9.09,4.55,13.64,9.09,9.09,4.55,0,13.64,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,9.09,4.55,0,0,4.55,0,9.09,4.55,4.55,22.73,0,4.55,18.18,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
13590270,,,,,"I wonder if he has red eyes then he must be from Transylvania , we must have a red eyed leader , maybe you ...",,,22,1.92,98.8,1,25.77,22,4.55,95.45,68.18,22.73,22.73,4.55,4.55,4.55,9.09,0,0,4.55,4.55,22.73,4.55,9.09,0,36.36,9.09,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,9.09,22.73,4.55,0,13.64,13.64,9.09,4.55,18.18,18.18,0,0,9.09,9.09,0,0,0,9.09,4.55,4.55,4.55,0,0,0,18.18,4.55,4.55,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,22.73,13.64,9.09,0,0,0,0,0,0,0,0,0
30659607,,,,,Ya the ignorant want to registered guns so only criminals will have gun .Great idea will see how that goes for crime stats,,,23,24.89,80.77,1,25.77,23,13.04,82.61,47.83,8.7,4.35,0,0,4.35,0,0,4.35,4.35,8.7,13.04,13.04,8.7,0,26.09,4.35,0,4.35,0,0,8.7,4.35,4.35,0,0,0,4.35,0,0,0,0,13.04,4.35,4.35,4.35,0,0,0,4.35,4.35,0,0,0,0,0,0,0,13.04,0,0,8.7,4.35,0,0,17.39,8.7,4.35,4.35,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
14040305,,,,,"Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .",,,36,97.07,91.75,39.76,25.77,36,27.78,77.78,38.89,11.11,5.56,0,5.56,0,0,0,5.56,11.11,13.89,0,2.78,5.56,0,5.56,8.33,2.78,0,0,2.78,0,0,0,0,0,0,8.33,0,0,0,0,2.78,0,0,0,0,2.78,0,8.33,5.56,0,2.78,2.78,2.78,0,0,0,22.22,8.33,0,11.11,2.78,2.78,0,5.56,0,19.44,2.78,11.11,5.56,5.56,0,0,0,0,2.78,0,0,0,0,0,0,5.56,2.78,2.78,0,0,0,0,0,0,0,0,0
30647927,,,,,"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !Yes, precisely !!",,,42,79.28,92.33,1.06,99,21,19.05,80.95,47.62,7.14,4.76,0,0,4.76,0,0,2.38,7.14,11.9,4.76,4.76,11.9,0,7.14,7.14,2.38,0,0,2.38,7.14,7.14,0,0,0,0,14.29,0,0,0,0,14.29,0,0,4.76,7.14,2.38,4.76,2.38,2.38,0,0,2.38,0,0,0,0,2.38,2.38,0,0,0,0,0,7.14,4.76,7.14,0,4.76,2.38,2.38,2.38,0,0,0,0,4.76,0,0,2.38,2.38,0,21.43,2.38,9.52,0,0,0,7.14,0,0,2.38,0,0
30587224,,,,,"I was referred to as a racist once .The matter was quickly dropped .I said `` Well yes , just like every other intelligent and honest person on Earth . ''",,,27,75.9,35.54,92.47,99,27,14.81,88.89,51.85,11.11,7.41,7.41,0,0,0,0,3.7,7.41,14.81,7.41,7.41,7.41,0,11.11,7.41,7.41,0,3.7,3.7,11.11,11.11,0,0,0,0,7.41,0,0,0,0,11.11,3.7,0,0,0,3.7,3.7,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,14.81,3.7,7.41,7.41,0,0,0,0,0,0,7.41,0,0,3.7,3.7,0,29.63,11.11,3.7,0,0,0,0,0,0,7.41,0,7.41
14417461,,,,,"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .It was kind of disturbing .Maybe God was punishing them for their interracial marriage .",,,32,47.36,89.42,2.67,1,32,25,87.5,50,21.88,12.5,3.12,0,0,0,9.38,9.38,6.25,9.38,6.25,6.25,3.12,0,12.5,3.12,0,3.12,0,6.25,9.38,0,9.38,3.12,3.12,3.12,15.62,3.12,0,0,0,9.38,0,3.12,0,6.25,0,0,3.12,3.12,0,0,0,0,0,0,0,12.5,3.12,3.12,6.25,0,0,12.5,0,0,6.25,0,6.25,0,0,0,3.12,0,3.12,0,3.12,0,0,3.12,0,0,12.5,9.38,3.12,0,0,0,0,0,0,0,0,0
30777604,,,,,Exactly.I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,,,29,50.74,15.04,69.96,99,29,20.69,89.66,48.28,17.24,17.24,17.24,0,0,0,0,0,3.45,10.34,13.79,0,3.45,0,24.14,3.45,0,0,0,0,6.9,6.9,0,0,0,0,10.34,0,3.45,0,0,13.79,0,0,6.9,3.45,6.9,3.45,0,0,0,0,0,0,0,0,0,17.24,6.9,0,0,6.9,3.45,10.34,6.9,0,10.34,0,6.9,3.45,6.9,0,3.45,0,0,0,0,0,0,0,0,0,27.59,13.79,0,0,0,0,0,0,0,3.45,0,10.34
30756516,,,,,"It is our ( White ) language , just like French is our language even though millions of negroes in Africa speak it .Spanish is NOT their language !",,,25,8.69,99,6.7,25.77,25,24,84,60,20,12,0,8,0,0,4,8,0,12,12,12,4,4,16,4,4,0,4,0,0,0,0,0,0,0,28,0,0,0,0,8,0,0,0,0,0,8,8,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,16,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,4,0,0,0,4,0,0,0,8,0
13455402,,,,,"You can start out as an aware person who does n't need a herd to tell if something just is n't right , but if you have no allies and you 're bombarded with the mass point of view , you will succumb more and more .TV , though .The computer can be equally unproductive , but at least you have control over what you expose yourself to .Whether you get along well with the people is irrelevant , and it 's even worse if you get along with them on a personal level because you will express yourself less to avoid offending them .My boyfriend needs to watch this video ... I 've gotten fed up before and told him to turn the damn thing off and put on some music , look at things on the internet , or go somewhere out of the house .I 'm not saying `` do n't go out of your house and do n't talk to anyone '' but it 's really important to stay grounded with a group who are n't part of the mass. It 's much easier to remain independent and avoid being caught under the stampede if you have a reminder that you are n't the only person who 's not part of the mass. Uuuugh !The people you surround yourself with are another source of brainwashing .I wo n't own one , but they 're so entrancing .",,,229,63.4,90.48,30.29,13.85,57.25,12.23,87.77,58.95,17.03,10.48,1.75,0,6.99,0.44,1.31,6.11,6.99,15.28,7.42,3.49,9.17,1.31,13.97,4.37,3.93,2.18,0.44,4.8,3.93,1.31,2.18,0.87,0.87,0,15.72,0,0.44,0,0.87,10.92,0.44,1.75,2.62,3.93,0,6.11,2.62,1.75,0.87,0,1.31,0.44,0,0,0.87,6.55,1.31,0.44,2.18,1.31,1.75,1.75,12.23,0.87,12.66,2.62,9.61,0.87,0.87,1.75,0.87,0,0,0,0.87,0.44,0,0,0.44,0,17.47,5.24,3.49,0,0,0,0.44,0,0,7.42,0,0.87
13850109,,,,,Again I would not pay to see this Drug addict perform no matter how could she was a singer .Everybody to there own I guess .Didnt know that .,,,28,1.92,3.73,4.35,25.77,28,7.14,89.29,64.29,21.43,10.71,7.14,0,0,3.57,0,10.71,3.57,7.14,14.29,10.71,3.57,10.71,25,0,0,3.57,0,0,0,0,0,0,0,0,7.14,0,0,3.57,0,28.57,3.57,3.57,7.14,3.57,3.57,7.14,3.57,3.57,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,7.14,10.71,0,3.57,0,0,3.57,7.14,0,0,3.57,0,0,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,0,0,0,0,0
14026796,,,,,"Hacked website ?I have just followed the link for the BDP , tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook !",,,29,97.62,36.51,11.5,25.77,29,17.24,75.86,51.72,6.9,3.45,3.45,0,0,0,0,3.45,13.79,17.24,6.9,6.9,3.45,0,13.79,3.45,3.45,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,10.34,3.45,0,0,3.45,3.45,0,0,0,0,0,3.45,0,0,0,3.45,6.9,0,3.45,3.45,0,0,6.9,6.9,0,6.9,3.45,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,10.34,0,3.45,0,0,3.45,3.45,0,0,0,0,0
13863356,,,,,The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .http://www.thepost.ie/post/pages/p/s...726-qqqx=1.asp,,,42,95.2,50,13.15,70.57,42,19.05,59.52,38.1,4.76,2.38,0,0,0,0,2.38,2.38,4.76,16.67,9.52,0,2.38,2.38,11.9,2.38,2.38,2.38,7.14,2.38,2.38,2.38,0,0,0,0,7.14,0,0,0,0,7.14,2.38,0,0,2.38,0,4.76,0,0,0,0,0,0,0,0,0,7.14,2.38,2.38,2.38,0,0,4.76,4.76,0,7.14,0,2.38,2.38,0,0,0,0,2.38,0,2.38,0,2.38,0,0,0,30.95,14.29,0,0,0,0,0,2.38,0,0,0,14.29
13850107,,,,,An Irish prison is like a luxury hotel where they come and thats even if they get sent to prison and thats if they get do n't flee the country and thats if they get caught doing the crime ... so crime does pay in Ireland .,,,45,11.48,67.16,18.21,25.77,22.5,4.44,86.67,60,15.56,8.89,0,0,0,0,8.89,6.67,8.89,6.67,15.56,6.67,15.56,0,31.11,0,2.22,2.22,0,0,0,0,0,0,0,0,11.11,0,0,0,0,6.67,0,0,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,13.33,0,0,4.44,6.67,2.22,4.44,22.22,0,15.56,8.89,6.67,0,2.22,2.22,0,2.22,0,0,0,0,0,0,0,0,11.11,8.89,0,0,0,0,0,0,0,2.22,0,0
13598060,,,,,"Of course , I live in a rather small town ( 30.000 inhabitants ) .All in all , it was a good day .I've been out all day today and I have n't seen a single one of ' em .",,,35,86.18,12.66,95.88,78.19,35,2.86,91.43,48.57,11.43,8.57,8.57,0,0,0,0,2.86,8.57,14.29,11.43,2.86,2.86,0,17.14,5.71,0,0,8.57,11.43,2.86,2.86,0,0,0,0,0,0,0,0,0,11.43,0,0,2.86,0,8.57,2.86,2.86,2.86,0,0,2.86,0,2.86,0,0,5.71,0,0,2.86,2.86,0,8.57,11.43,0,22.86,0,14.29,8.57,2.86,0,0,0,0,0,2.86,0,2.86,0,0,0,28.57,8.57,5.71,0,0,0,0,0,0,8.57,5.71,0
14278159,,,,,I think you should try to speak at the EURO Conference this year about the PLE Concept .These are what I am trying to do .,,,25,52.71,65.56,20.24,25.77,25,8,92,64,24,12,8,0,4,0,0,12,8,16,16,4,0,0,32,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,16,4,0,4,8,0,0,4,0,4,0,0,0,0,0,0,8,0,8,0,0,0,0,24,0,8,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
30466436,,,,,"I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare , but it never happens .God I hate Canada !",,,29,16.68,1,86.38,1,29,13.79,89.66,44.83,20.69,13.79,13.79,0,0,0,0,6.9,3.45,3.45,3.45,6.9,6.9,3.45,20.69,3.45,0,0,3.45,3.45,17.24,3.45,13.79,0,6.9,0,0,0,0,0,0,17.24,3.45,0,3.45,3.45,6.9,3.45,0,0,0,0,3.45,3.45,0,0,0,6.9,0,0,6.9,0,0,3.45,13.79,3.45,10.34,0,3.45,6.9,0,0,0,0,6.9,0,3.45,3.45,0,0,0,0,10.34,3.45,3.45,0,0,0,3.45,0,0,0,0,0
30576365,,,,,"the think different video is excellent. when i watch videos like this i get a warm nostalgic feeling inside , must be similar to my mum when she watches gone with the wind or doctor zhivago",,,35,60.73,19.58,78.4,98.56,17.5,20,91.43,51.43,14.29,11.43,8.57,0,0,2.86,0,2.86,8.57,11.43,8.57,5.71,8.57,0,20,8.57,8.57,5.71,0,0,5.71,5.71,0,0,0,0,5.71,2.86,0,5.71,0,14.29,5.71,0,2.86,2.86,2.86,5.71,17.14,11.43,0,5.71,2.86,0,2.86,0,0,8.57,0,2.86,2.86,2.86,0,2.86,17.14,0,11.43,2.86,2.86,5.71,5.71,5.71,0,0,0,0,0,0,0,0,0,0,5.71,2.86,2.86,0,0,0,0,0,0,0,0,0
14663141,,,,,Its funny how the unregistered members or the open forum members try to rationalize their thoughtsI just click on the open forums for the entertainment .,,,25,96.24,78.82,43.37,99,25,24,84,48,8,4,0,0,0,0,4,4,16,12,0,8,8,0,12,4,0,4,0,0,8,8,0,0,0,0,12,0,0,0,0,16,4,8,0,8,0,4,4,0,4,0,0,0,0,0,0,12,8,4,0,0,0,0,12,0,12,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
13844188,,,,,Can you or anyone else think of any more of these good one liners ? those are golden I 'm going to use them on some cards im going to hand out .,,,31,63.48,50,90.96,83.22,15.5,0,90.32,51.61,22.58,12.9,6.45,0,3.23,0,3.23,9.68,0,19.35,9.68,0,3.23,0,19.35,3.23,3.23,0,3.23,9.68,3.23,3.23,0,0,0,0,9.68,0,0,0,0,22.58,3.23,3.23,0,12.9,0,6.45,3.23,0,0,3.23,3.23,3.23,0,0,0,3.23,0,0,0,3.23,0,0,16.13,6.45,12.9,6.45,6.45,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,0,0,0,3.23,0,0,0,3.23,0,0
14410395,,,,,"Well said Ghost but , dont bother with that dude-he is one of those that always has to have the last word so it will just go on and on .",,,30,13.07,63.05,23.51,25.77,30,0,96.67,70,16.67,3.33,0,0,0,3.33,0,13.33,3.33,16.67,16.67,10,10,3.33,23.33,0,0,0,3.33,0,6.67,3.33,3.33,0,3.33,0,10,0,3.33,0,3.33,6.67,0,0,0,0,3.33,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,3.33,16.67,3.33,16.67,3.33,6.67,6.67,0,0,0,0,0,3.33,6.67,0,0,0,3.33,0,10,3.33,3.33,0,0,0,0,3.33,0,0,0,0
33557135,,,,,"Check out the small northern Ontario Towns , Holtyre , Ramore , King Kirkland , Englehart , Black River ... saw one nonwhite in 5 years ( not counting the occasional native ) .",,,25,99,34.44,87.83,25.77,12.5,32,52,20,0,0,0,0,0,0,0,0,8,8,0,0,0,4,4,4,0,0,8,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,4,0,4,8,8,0,0,0,0,0,0,0,8,0,0,8,0,0,4,0,0,24,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,44,16,20,0,0,0,0,0,0,0,8,0
30444129,,,,,"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English .",,,51,93.26,8.51,95.79,62.94,51,29.41,84.31,45.1,5.88,3.92,3.92,0,0,0,0,1.96,11.76,13.73,1.96,7.84,3.92,5.88,13.73,7.84,7.84,0,0,0,1.96,1.96,0,0,0,0,3.92,0,0,0,0,15.69,1.96,0,0,3.92,1.96,7.84,7.84,1.96,1.96,1.96,1.96,0,1.96,0,0,3.92,1.96,0,0,1.96,0,0,3.92,1.96,17.65,5.88,5.88,5.88,0,13.73,1.96,0,0,0,0,0,0,0,0,0,15.69,1.96,13.73,0,0,0,0,0,0,0,0,0
14668720,,,,,you should' t say that white are more intelligent than blacks as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak .,,,32,56.25,89.42,35.37,99,32,9.38,90.62,56.25,15.62,9.38,3.12,0,6.25,0,0,6.25,6.25,15.62,12.5,3.12,9.38,0,25,18.75,12.5,0,0,3.12,6.25,6.25,0,0,0,0,12.5,0,0,0,0,12.5,6.25,0,3.12,0,0,3.12,12.5,6.25,6.25,0,0,0,0,0,0,6.25,0,0,3.12,3.12,0,0,21.88,0,9.38,0,6.25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,6.25,3.12,0,0,0,0,0,0,0,3.12,0,0
30439860,,,,,http://www.physics.uoguelph.ca/tutor.../trigonom.html Tutorial from University of Guelph physics department .Trigonometry http://www.pinkmonkey.com/coreconcep...jects/trig.htmCoreConceptshttp://www.catcode.com/trig/FAQaboutTrigonometryhttp://www.ping.be/~ping1339/gonio.htmIntroductiontoTrigonometryhttp://www.acts.tinet.ie/trigonometry_645.htmlAsimpleonlineTrigcourseforum.swarthmore.edu/workshops/usi/pascal Pascal 's Triangle http://www.sosmath.com/trig/trig.htmlS.O.S.Mathematicshttp://score.kings.k12.ca.us/trigonometry.html Collection of lesson plans for California math students .,,,82,95.24,64.29,1,25.77,82,31.71,35.37,7.32,1.22,1.22,0,1.22,0,0,0,0,0,4.88,1.22,0,0,0,1.22,0,0,0,1.22,0,0,0,0,0,0,0,2.44,0,0,0,1.22,1.22,1.22,0,0,0,0,0,1.22,1.22,0,0,0,0,0,0,0,6.1,1.22,1.22,2.44,1.22,0,0,1.22,1.22,0,0,0,0,13.41,0,0,0,0,0,9.76,0,9.76,0,0,0,75.61,45.12,0,0,0,0,0,0,0,1.22,0,29.27
14027939,,,,,"So you advocate independence , just to join another sovereign Nation ( As Wales would be in this hypothetical scenario ) ?Don't be ridiculous !",,,21,5.89,68.29,1,1,21,33.33,85.71,57.14,14.29,4.76,0,0,4.76,0,0,9.52,0,14.29,19.05,9.52,9.52,4.76,23.81,4.76,4.76,0,0,4.76,4.76,0,4.76,0,4.76,0,4.76,0,0,0,0,14.29,0,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,4.76,0,0,0,19.05,0,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,4.76,0,0,4.76,4.76,0,0,4.76,9.52,0
30559248,,,,,No need to allow FACTS to get in the way of a good White guilt message ! ... and the jew laughs loudly !,,,21,99,50,1,95.81,10.5,4.76,100,42.86,0,0,0,0,0,0,0,0,14.29,19.05,0,0,4.76,4.76,9.52,4.76,0,0,0,0,14.29,9.52,4.76,4.76,0,0,4.76,0,0,0,0,14.29,0,4.76,4.76,0,4.76,0,14.29,4.76,9.52,0,0,0,0,0,0,19.05,4.76,0,4.76,9.52,0,0,9.52,0,9.52,0,9.52,0,0,0,0,0,4.76,0,0,0,0,0,0,0,23.81,14.29,0,0,0,0,9.52,0,0,0,0,0
13844187,,,,,If you 're White you 're instantly a racist no matter what you do or say .The most common definition of Racist is Someone with White Skin .,,,27,46.37,96.78,15.12,25.77,27,11.11,81.48,51.85,18.52,11.11,0,0,11.11,0,0,7.41,7.41,7.41,7.41,0,7.41,3.7,11.11,14.81,3.7,3.7,0,3.7,0,0,0,0,0,0,18.52,0,0,0,0,18.52,3.7,0,3.7,14.81,0,7.41,14.81,7.41,3.7,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0,11.11,0,7.41,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,14.81,7.41,0,0,0,0,0,0,0,7.41,0,0
